stöð,ár,mán,t,tx,txx,txxD1,tn,tnn,tnnD1,rh,r,rx,rxD1,p,n,sun,f
1,1949,1,-2.7,0.5,6.6,9,-6.8,-15.2,12,81,68.8,9.6,25,996.7,6,18.1,8.5
1,1949,2,0,2.5,7.8,6,-2.5,-7.5,27,87,80,8.3,16,989,6.7,25.1,9.2
1,1949,3,0.1,2.8,7.4,4,-2.9,-14.3,14,86,58.7,8.4,5,1010.4,5.9,106.6,5.9
1,1949,4,-0,3.1,6.6,2,-2.9,-8.9,21,77,51.8,17.8,18,1000.2,5.8,134.7,7.4
1,1949,5,3.6,7.2,13,22,0.3,-5,5,70,27.9,5.5,12,1014.8,5.1,243.2,6.9
1,1949,6,9.8,13,20.4,22,6.7,1.6,7,76,44.2,13.2,30,1015.3,5.7,187.3,5.9
1,1949,7,10.5,13.2,17.1,28,8.7,6,4,86,66,12.6,6,1013.5,7.2,83.1,4.1
1,1949,8,10.1,13.3,16.5,18,7.3,2,9,80,96,25.1,29,1008.4,6.1,160.8,4.7
1,1949,9,9,11.1,15.7,2,7.2,1.8,9,87,97.9,18.6,29,1009.4,6.9,59.6,5.7
1,1949,10,4.5,7.5,14.2,11,2,-9.3,25,81,35.9,15.7,2,1002.1,4.9,81.3,4.4
1,1949,11,2.5,5,9.4,2,-0.3,-7,13,81,72,15,1,996.2,5.3,40,5.7
1,1949,12,-1.3,0.9,6.3,31,-4.6,-15.3,9,84,54.2,14.2,23,996,5.7,10,6.3
1,1950,1,2.8,5.2,9.6,19,0.4,-4.3,24,84,128.3,13.3,22,996,6.5,10.5,8.6
1,1950,2,-0.7,2.4,6.1,3,-3.4,-13.6,23,80,30.6,4.9,27,992.4,5.6,47.4,6.6
1,1950,3,1.3,4.5,8.3,22,-1.2,-9.2,15,80,59.1,13.7,25,1005.6,5,151,6.5
1,1950,4,2.2,5.3,8.3,7,-0.5,-4.9,27,73,10,3.2,5,1003.3,5.2,172.7,6.3
1,1950,5,7.1,9.8,11.6,30,4.4,-0.3,19,76,61.2,17.5,1,1018.7,5.7,200.7,6.1
1,1950,6,9.3,12.4,18.3,22,6.8,3.8,25,75,42,9.5,4,1008.2,5.4,219.2,5.8
1,1950,7,12.4,15.6,23.2,17,9.5,7.2,22,76,52.3,9.1,3,1006.2,6.6,126.1,4.8
1,1950,8,12.1,15.3,19.6,21,9.6,6.1,27,78,55.6,8.3,8,1002.3,6.2,123,5
1,1950,9,7.2,10.7,13,13,4,-0.2,19,74,37.3,10.9,27,997.4,4.8,153.4,5.6
1,1950,10,4.5,6.9,10.1,13,2.2,-3.4,11,79,91,15.7,30,998.7,5.8,84.4,7.1
1,1950,11,0.7,3,9.9,6,-1.6,-10.5,30,77,57.9,22.9,7,1002.5,4.5,67.7,6.6
1,1950,12,-1.4,1.3,6.3,17,-3.9,-11.6,3,80,46.8,11.3,17,1009,5.7,7.2,6.7
1,1951,1,-1.5,1.3,6.2,23,-4.3,-10.7,28,76,61.1,14.4,24,994.6,4.5,24.9,7.6
1,1951,2,-0.9,1.5,6.7,28,-3.8,-9,4,80,49.8,9,12,996.3,5.4,65.9,7.4
1,1951,3,-3,0.1,6.5,1,-6.1,-10.9,10,73,25.5,7.2,1,1013.4,4.3,163.5,8.1
1,1951,4,-0,3.1,13,30,-2.5,-12,14,76,21.7,7.6,21,1012.6,5.6,145.7,6.8
1,1951,5,6.9,9.6,14.4,20,4.7,-1.4,7,81,23.4,4.4,17,1019.6,6.8,102.2,5.5
1,1951,6,9.8,12.6,16.1,19,6.8,3.2,13,75,39.4,15.4,10,1015.1,5.1,232.9,5.1
1,1951,7,10.6,13,16.5,27,8.3,5.3,22,76,43.6,12.2,1,1009,6,195.9,5.5
1,1951,8,11.4,15.2,17.6,16,7.8,3.2,12,76,17.8,10.5,23,1004.4,5,199.3,4.9
1,1951,9,9.7,12.8,15.9,1,7.2,3,6,80,47.9,8,22,1002.4,5.9,98.1,6.3
1,1951,10,5.7,8,12.8,1,3.5,-3.6,21,83,123.5,9.9,8,998.8,6.3,46.5,9.4
1,1951,11,0.8,3.4,8.3,8,-1.7,-9.2,24,77,25.1,7.4,27,1003.4,5,52.5,5.2
1,1951,12,-0.8,2.1,8.2,17,-3.2,-12.9,10,80,81.5,18.1,11,984.7,5.9,5.6,8.8
1,1952,1,-2.9,0.1,6.9,5,-5.8,-11.6,3,78,118.5,30.4,31,996.6,5.4,20.6,9.9
1,1952,2,-0.3,2.2,6.4,24,-2.5,-8.9,3,84,87.4,17.7,19,1009.4,6.2,32.1,6.2
1,1952,3,1,3.7,7.2,17,-1.3,-9.4,2,79,25.9,8.9,19,1009.1,5.5,94.5,7.5
1,1952,4,3.4,6.5,11.8,29,0.7,-6.3,13,82,33.7,4.3,17,1001,5.6,160.3,9.4
1,1952,5,6.2,9.2,14.6,11,3.7,-1.6,4,74,46.7,13,24,1017.2,5.9,182.7,8.5
1,1952,6,8.4,11.7,16,16,5.2,-0.7,3,71,15.6,5.8,10,1010.4,4.5,286.6,5.6
1,1952,7,10.1,12.7,15.1,27,7.9,4.6,11,79,67,25.1,21,1011.1,6.5,163.1,6.3
1,1952,8,10.1,12.9,16.3,3,7.3,3.6,30,78,33.1,15.4,22,1010.6,5.4,209.2,4.5
1,1952,9,7.7,10.4,14.3,9,5.2,-2.3,27,81,29.2,18.3,22,1015.5,5.6,124.8,5.5
1,1952,10,5.7,8.1,11.8,18,3.2,-1.6,31,81,84.4,21.5,13,1001.3,5.7,63.4,8.3
1,1952,11,2.6,4.8,8.8,13,0.5,-7.3,23,85,60,13.9,8,1012.9,6,26.9,5.3
1,1952,12,1.3,3.6,10.3,7,-0.8,-8.2,14,80,26.6,16.7,9,1007,5.1,12.9,6
1,1953,1,0.6,3.2,7.7,3,-2.1,-11.2,31,84,108.9,17.1,26,1002.7,6.5,10.7,7.7
1,1953,2,1.9,4.3,8.3,15,-0.5,-8,1,86,173.6,40.3,13,1004,6.4,37.9,7
1,1953,3,2.7,5.5,9.4,21,0.2,-8.5,26,85,150.2,18.8,19,1006.8,6.5,76.2,10.1
1,1953,4,0.1,2.9,7.6,21,-2.4,-11.2,2,81,51.7,17.2,19,1015.2,5.4,183.8,9.3
1,1953,5,6.8,9.7,13,26,4,-3.9,1,76,36.3,16.3,29,1016.1,6.1,146.4,4.7
1,1953,6,10.2,13,15.6,26,7.6,2.7,1,80,28.6,3.7,12,1010.5,6.4,146.7,5.1
1,1953,7,11.9,14.8,19.1,21,9.4,6.7,8,77,39.6,9.8,1,1007.8,6,186.9,3.4
1,1953,8,11.5,14.4,16.9,24,8.8,3.8,19,82,50.7,21.9,15,1004.2,5.9,163.6,4.5
1,1953,9,9.7,12.2,14.2,5,7.5,3.5,17,84,80.5,30.9,13,1002.3,6.6,68.1,5
1,1953,10,4.2,6.6,12.2,6,2.3,-3.6,10,82,101.1,11,20,996.1,5.8,57.6,7.6
1,1953,11,2,4.4,10.5,21,-0.4,-5,12,85,86.9,11.3,16,989.7,6.1,16,7.2
1,1953,12,2.5,5.3,10.2,16,-0.2,-10.4,3,83,171.7,19.3,11,993.1,6.5,8.2,8.9
1,1954,1,2,4.3,8.9,3,-0.5,-6.3,5,83,103.6,17.7,24,1004.4,6.2,10,7.6
1,1954,2,0.1,2.8,7.5,3,-2.2,-13,8,78,82.6,19.8,15,996.9,5.8,44.8,9.7
1,1954,3,1.6,3.9,9.3,30,-0.6,-8.3,23,79,50,10.5,20,1000.5,5.6,95.3,8.1
1,1954,4,4.4,7.1,11.3,23,1.9,-3.8,5,80,79,13.2,9,1011.8,6.4,89.4,7.5
1,1954,5,7.5,10.6,14.9,26,4.6,-3.3,2,73,31.3,10.7,16,1017,5.8,181.3,6.5
1,1954,6,10.2,13.5,20.7,6,7.5,4.9,12,77,16.4,8.1,29,1010.3,5.4,203,6.7
1,1954,7,10.5,13.7,16.7,8,8,4.5,1,82,64.5,30.6,7,1005.1,6.1,153,6.7
1,1954,8,11,13.8,15.8,7,8.5,2.7,28,82,49.3,20.3,26,1009.1,6.3,110.1,5.3
1,1954,9,6.1,9.9,16.5,7,3.2,-2.1,28,75,15.3,5.6,26,1003,4.6,186.2,7.2
1,1954,10,3.7,6.2,11.5,7,1.5,-5,16,79,68.5,17.6,9,996.7,5.3,81.5,6.2
1,1954,11,2.7,5,8.3,17,0.1,-7,13,84,147.2,26.2,8,989.5,6.1,17.9,8.7
1,1954,12,-0.8,1.4,6.3,1,-3.2,-12.3,10,84,60.9,18,12,993.3,5.9,8.4,6.9
1,1955,1,-2,0.5,8,3,-4.5,-15,14,80,63.1,21.3,20,1004.8,5,39.2,6
1,1955,2,-2.8,0.3,4.5,28,-5.7,-12.6,10,77,17.2,6.5,28,1012.5,3.6,110.1,4.7
1,1955,3,1.4,4.4,8.4,30,-1.4,-12,21,78,32.4,9.7,10,1017.8,5.7,93.8,6.5
1,1955,4,5.6,8.5,10.6,8,3.4,-2.6,21,79,78.5,12.3,19,1005,6.5,93.7,7.7
1,1955,5,5.7,9.3,16.2,28,2.5,-3.7,16,70,32.2,19.2,31,1014.2,4.5,270.2,5.9
1,1955,6,9.9,12.5,20.5,2,7.5,5,16,78,58.1,12.1,14,1011.2,5.8,174,4.9
1,1955,7,10.6,12.8,15.8,12,8.5,5.5,4,85,91.8,8.3,20,1008.3,7,81.4,6.9
1,1955,8,10.1,12.2,15.5,6,8.1,4,30,88,78.8,11.2,3,1005.4,7,73,6.4
1,1955,9,8.1,10.8,14,23,5.7,1.7,14,83,60.6,5.8,11,997.5,6.2,97.8,7.7
1,1955,10,3.9,6.3,10.3,22,1.7,-5,15,81,51.5,8,22,1009.8,5.5,69.7,6.3
1,1955,11,4.3,6.3,10.8,16,2.1,-8.8,12,82,37,10.1,30,1011.3,6.5,12.3,7.3
1,1955,12,-2.1,0.5,5.1,14,-5.1,-12.6,11,76,38.9,7,20,1000.6,4.9,15.5,8.1
1,1956,1,-3.2,-0.3,8.9,4,-6.7,-17.1,24,78,65.4,15.3,4,1003.8,4.7,26.3,8.9
1,1956,2,2.7,5.3,9.1,8,0.7,-5.3,16,87,108.3,30.6,2,1016.2,6.2,26.4,6.8
1,1956,3,3.6,6.1,9.8,27,1.3,-8.5,4,80,84.4,14.1,14,1002.7,5.8,75.5,8.5
1,1956,4,3.6,6.5,12.4,20,1.2,-5.1,10,79,60.3,16,6,1014.2,5.7,131.9,6.2
1,1956,5,6.6,9.6,12.3,26,3.9,0,16,77,73.6,10.1,13,1003.1,5.9,142.3,7.6
1,1956,6,8.4,11.3,17.8,26,5.9,0.6,8,76,48.2,10.2,24,1013.3,5.4,210.7,6.2
1,1956,7,10.7,13.4,17.5,1,8.4,5.1,27,81,20.9,4.4,25,1011.7,5.9,163.4,5.6
1,1956,8,9.9,13,15.5,1,6.9,-0.4,27,78,4.4,1.1,31,1013.6,4.5,243.5,4.6
1,1956,9,9.2,11.6,14.2,2,7.2,-0.8,12,87,40.3,13.1,20,1008.2,6.4,76.3,5.9
1,1956,10,4.7,7.2,12,14,2.1,-3.4,5,85,139.3,24.4,20,1002.1,6.3,47.6,8.5
1,1956,11,5,7.1,11.7,8,2.9,-5.3,29,85,193.3,27.3,21,999.3,7,4.6,10.5
1,1956,12,2.1,4.5,8.5,24,-0.8,-6.1,14,82,91.2,11.9,24,992.2,5.8,1.4,9.7
1,1957,1,1.1,3.5,8,17,-1.6,-6.5,27,84,132.2,14.9,11,989.6,6.1,5.3,10.1
1,1957,2,-1.5,1,4.7,4,-4.3,-11.6,26,71,26.9,22.2,2,1004.2,4.3,98.3,8
1,1957,3,0.4,3.2,10.3,30,-2.1,-10.8,7,75,22.8,6.6,31,1004.1,5.1,136,6.5
1,1957,4,5,7.8,10.7,24,2.7,-2.7,23,80,63.6,10,30,1011,6.1,118.1,7.2
1,1957,5,7,10,16,13,4.4,-1.4,4,76,95.9,15.9,1,1016.6,6.5,134.4,6.8
1,1957,6,9.9,13,16,5,7.2,2.1,9,73,31.9,9.4,15,1017.6,5.4,222.3,5.6
1,1957,7,12,14.6,17,1,9.1,5.1,4,78,30.6,12.7,25,1014.7,5,250.8,4.9
1,1957,8,11.3,13.5,15.6,4,9.4,4.8,25,86,71.6,17.1,16,1008.7,6.3,137.6,4.7
1,1957,9,7.1,10.2,13.7,5,4.3,-0.9,15,76,25.5,11.5,26,1013.1,4.6,176.8,5.5
1,1957,10,4.7,7.2,12.2,7,2.5,-2.6,28,81,156.6,19,1,991.2,5.9,74.1,7.6
1,1957,11,3,5.3,10.2,30,0.6,-6.5,4,81,58.7,13,24,1010.5,5.5,37.2,6.6
1,1957,12,-0.4,2.7,9.8,2,-3,-12.4,22,78,97.3,17.2,29,997.8,5.3,10.5,8.4
1,1958,1,-2.2,0.4,8.6,28,-5.3,-11.4,20,79,85.3,19.7,5,998.9,5.3,26.7,8.3
1,1958,2,-2,0.7,6.7,26,-5.1,-13.3,6,78,36.4,7.5,19,1010.8,4.8,86.9,6
1,1958,3,0.4,3,9.1,31,-2.1,-9.2,8,74,18.8,5.7,3,1014.6,5.9,107.2,7.6
1,1958,4,4.4,7.2,9.4,21,1.9,-1.9,20,83,110.3,21.9,12,1007.6,6.1,134.6,6.1
1,1958,5,4.7,8.4,12.8,29,0.8,-3.8,7,65,9.2,5.6,19,1018.1,3.9,330.1,5.5
1,1958,6,10.2,12.7,16.5,30,8.2,4.9,9,78,49.8,22.3,26,1016.2,6.7,119.2,4.6
1,1958,7,12,15,21,21,9.3,3.9,28,78,13.2,4.2,30,1013.6,5.2,246,4.4
1,1958,8,10.2,13.7,16.6,30,6.9,3.2,4,80,17.4,4.8,11,1007.8,5.3,206.9,4.3
1,1958,9,11.4,13.7,16.9,30,9.4,5.4,21,85,64.1,9.4,23,1006.9,6.7,71.3,5.6
1,1958,10,6.2,9.1,15.7,1,3.8,-3.1,31,84,113.7,18.5,14,999.5,5.7,73.3,6.2
1,1958,11,4.8,7.4,10.7,27,2.1,-4.2,9,86,212.1,29.1,18,999.9,6.3,19.9,8.2
1,1958,12,0.3,2.7,9.3,2,-2.1,-9.7,18,75,53,8.4,12,1002.4,5.1,20.4,7.3
1,1959,1,-3.8,-0.8,8.5,27,-7.2,-12.7,21,74,38.9,8.4,27,1016.5,3.8,58.2,6.1
1,1959,2,2.3,5.2,9.5,2,-0.6,-5.7,20,85,160.6,29.2,13,997.6,6.8,23.5,10.6
1,1959,3,3.5,6.1,10.5,22,1,-9.3,7,82,118.4,17.8,31,993.6,6,83.2,8.5
1,1959,4,2.4,5.6,10.5,23,-0.3,-7.5,7,73,52,12.1,5,1006.5,4.9,187.7,6.7
1,1959,5,7.6,10.4,15.3,12,5.3,-3.8,5,82,51.1,9.1,13,1016.1,6.6,141.7,5.4
1,1959,6,8.8,11.5,19.3,24,6.4,2.1,19,79,56.8,16.6,14,1008.4,6.4,151,6.7
1,1959,7,11.6,14.2,16.9,1,9.5,6.5,12,83,47.6,18.8,31,1007.2,6.7,105.3,4.1
1,1959,8,10.4,12.9,15.9,22,8.2,3.3,14,84,110,34.6,10,1007.1,6.2,145,5.4
1,1959,9,8.8,11.3,13.5,30,6.6,1.5,6,89,156.5,49.2,26,1005.4,6.7,76.2,6.7
1,1959,10,7.7,9.8,14.5,9,5.9,-0.2,28,84,165.6,19.9,23,997.4,6.6,40.6,8
1,1959,11,1.3,3.4,9.4,22,-1.2,-9.2,13,78,44.3,10.5,29,1000.1,5.3,39.9,7.2
1,1959,12,-0,2.3,6.6,11,-2.6,-9.9,31,79,78.4,12.5,28,989.1,4.7,20.4,5.7
1,1960,1,1.7,3.6,8.8,10,-0.4,-9.2,1,84,58.9,11.3,2,1009.2,6.4,26.5,6.1
1,1960,2,-1.4,1.6,9.4,7,-3.8,-11.8,17,77,37.1,18.4,7,1011.8,4.5,91.7,6
1,1960,3,3.2,5.7,9.6,25,0.7,-11.3,3,80,72.2,12.8,16,1007.1,5.7,109.9,7
1,1960,4,4.6,7.5,9.6,4,2.4,-1.8,15,80,75.5,14,29,1004.7,6.4,122.2,6.5
1,1960,5,8.7,11.8,20.6,14,6,-0.2,3,76,32.1,9.6,7,1011.6,6.2,160.8,6.3
1,1960,6,10,12.3,13.9,21,8,4.9,13,85,81.3,15.3,19,1012.1,6.6,116.4,4.9
1,1960,7,12.2,15.4,20.4,9,9.5,6.8,13,79,42.7,16,23,1007.6,5.3,259.4,5
1,1960,8,11.2,14.5,17.4,21,8.3,4.1,17,80,9.1,4.6,2,1017,4.4,278.3,3.8
1,1960,9,9.1,11.6,13.9,2,7,1.1,25,84,62.6,11.8,6,1004.7,6.5,92.5,6.6
1,1960,10,5.1,8.2,13.2,16,2.7,-4.7,28,85,33,14.2,15,1014.4,5.1,119.9,3.5
1,1960,11,3,5.2,10,8,0.6,-9.1,28,76,26.8,8.7,9,999.2,4,77.8,5.5
1,1960,12,0.2,2.7,8.5,11,-2.6,-8.7,19,82,65.3,10.6,7,993.3,5.6,13.3,8
1,1961,1,1.6,3.8,8.3,15,-0.6,-9.7,6,80,81.8,14.6,12,997.3,4.9,39.3,7.9
1,1961,2,0.7,3.1,8.8,22,-1.9,-8.9,6,84,64.4,12.4,22,993.8,5.5,55,6.4
1,1961,3,0.8,3.6,9.1,7,-1.5,-7.3,26,84,111.5,11.2,8,1002.8,6.2,79.1,8.1
1,1961,4,2.4,5.4,12.4,28,-0.3,-12.7,2,74,22.5,7.5,5,1007.6,5.4,169.9,5.9
1,1961,5,8.2,10.9,13.9,29,5.8,-0.5,24,80,27.1,5.6,28,1013.1,6.6,132.6,5.6
1,1961,6,9.1,11.8,13.4,28,6.5,3.8,2,75,27.2,5.7,30,1002,5.9,188.6,4.9
1,1961,7,10.8,13.3,17.4,25,8.4,5.3,28,81,43,11.4,11,1010.7,5.7,211.2,4.3
1,1961,8,10.4,13.2,15.5,14,7.9,4.1,5,81,51.3,12.5,23,1003.8,6,143.1,5
1,1961,9,9.3,12.2,16.5,9,7.2,0.3,24,79,67.6,13,22,996.4,6.3,104.4,6.4
1,1961,10,5.6,8.1,11.6,13,3.5,-2.4,28,82,85.8,8.4,19,997.6,5.5,76.1,5.8
1,1961,11,1.9,4.3,10.3,12,-0.6,-6.7,26,82,96.4,15.9,27,1002.6,5.6,25.5,7.4
1,1961,12,-1.4,1,9.1,19,-4.2,-16.8,28,79,41.4,20.1,12,1012.9,4.8,20.3,5.3
1,1962,1,0.6,3,8.4,29,-1.8,-8.6,18,82,118.5,17.6,25,987.9,5.8,23.1,8
1,1962,2,0.3,2.9,8.6,23,-2.9,-9.7,13,81,74.4,12.9,15,1008.9,6.5,38.7,9.2
1,1962,3,-1.7,1.3,8.3,18,-4.2,-10.4,13,67,2.3,1.2,23,1024.4,3.6,192.6,5.8
1,1962,4,4.1,7,13.3,27,1.6,-7.5,6,78,92.4,22.5,14,1009.8,6.1,136,6.9
1,1962,5,6.7,9.7,14.5,11,3.8,-1.4,5,75,28.3,6.3,27,1016.6,5.8,213.6,5.3
1,1962,6,9.2,11.7,14,18,7.1,4.4,17,82,55.9,14.5,29,1008.8,6.5,119.2,6
1,1962,7,10.9,13.7,19.1,21,8.6,5.4,2,83,28.9,7,15,1015.8,5.8,186.5,4.5
1,1962,8,10.7,13.8,16.8,2,7.9,2.7,12,78,26.7,10,31,1007.4,5.9,179,4.3
1,1962,9,7.9,10.3,14.6,3,5.6,-1,11,80,59.7,18.4,19,1005.7,5.9,128.4,6.8
1,1962,10,5.2,7.4,11.6,1,3.3,-6.3,31,84,97.4,20.2,27,1003.1,6.6,41.2,6.5
1,1962,11,1,3.3,9.4,10,-2.2,-8.5,17,81,61.3,14.3,10,1009,5.6,46.1,6.2
1,1962,12,0.8,3.1,9.4,2,-1.9,-11,12,83,118.3,16,20,1004.6,6,6.4,7.5
1,1963,1,-0.2,1.8,7.7,28,-2.9,-11.5,12,83,56.1,13.8,24,1026.9,5.8,37.1,5.2
1,1963,2,2,4,9,28,0.1,-10.6,5,78,42.4,10.5,28,1010,6,41.7,6.2
1,1963,3,4.7,7.5,9.1,2,2.4,-1.1,26,76,71.9,18.3,4,997.5,5.9,108.8,5.6
1,1963,4,4.1,7.3,11.9,22,1.4,-12.5,11,80,51.3,10.7,26,1008,6.4,115.4,6.5
1,1963,5,5.2,8.4,13.4,12,2.2,-3.3,6,80,43.2,7,30,1001.4,5.8,207.9,7.2
1,1963,6,10,12.6,19.3,7,7.7,4.3,2,82,30.9,9.6,16,1013.6,6.6,160,4.1
1,1963,7,10.1,13.2,18.7,9,7.5,1.4,25,81,39.5,9.3,21,1010.6,5.8,208.6,5.6
1,1963,8,10,12.9,16.3,11,7.5,4.8,24,79,10.2,2.2,19,1010.3,6,151.5,4.5
1,1963,9,6.2,8.9,13.5,3,3.8,-0.9,28,80,95.2,28.5,19,1001.4,5.7,123.3,6.3
1,1963,10,5.5,7.8,12,26,3.5,0,10,85,91.2,7.6,8,992.3,6.4,60.5,6.4
1,1963,11,-1,1.5,8.5,29,-3.6,-11.6,23,74,67.8,20.1,29,1003.8,4.6,63.7,6.7
1,1963,12,2.2,4.5,8.6,11,-0.1,-7.6,27,84,64.5,16.2,11,1010.7,6.2,4.7,5.2
1,1964,1,3.6,6.1,9.9,19,1.2,-10,31,84,146.7,19.7,26,1005.4,6.4,7.2,8.5
1,1964,2,3.6,6.1,9.2,27,1.1,-12.5,5,81,53.6,15.5,13,1007.1,6,48,6
1,1964,3,5.8,8.2,11.7,28,3.5,-3.6,25,80,71,16.3,13,1006.3,6.4,70.8,7.2
1,1964,4,4.4,7.7,12.5,25,1.8,-3.2,18,76,36.8,6.2,17,1009,5.4,171.4,4.9
1,1964,5,7.9,10.8,13.4,3,5.2,1.5,14,73,22.7,4,20,1006.2,5.7,192.8,5.2
1,1964,6,9.5,11.9,15.2,11,7.2,4.6,27,76,73.2,12.3,14,1010,5.8,197.3,6.3
1,1964,7,10.3,12.6,14.6,8,8.1,3.2,28,82,76.7,10.9,1,1004.2,6.5,136.8,6
1,1964,8,9.8,12.7,18.3,9,6.8,1,25,76,21.2,10.7,30,1015.2,5.2,236.9,5.9
1,1964,9,6.9,9.6,13,1,4.5,-2.6,20,78,33.4,13.4,1,1007.9,5.2,124.4,4.5
1,1964,10,5.4,8,12.9,4,3,-3.1,8,82,101.5,15.6,4,1002.9,5.8,87.5,6.7
1,1964,11,3.1,5.2,10.4,8,1.3,-10.3,17,84,85.2,19.3,30,1002.6,6,16.7,6.2
1,1964,12,-1.6,1.4,8.4,18,-4.9,-14,13,81,63.1,11.6,29,1001.4,5,15.3,7.3
1,1965,1,-0.5,2.2,8.6,26,-3.3,-12.7,16,81,55,12.6,6,999.4,5.4,37.8,5.9
1,1965,2,4.1,6.1,9.4,16,2.1,-8.2,12,86,47.3,16.1,3,1028.1,6.7,36.7,6.7
1,1965,3,-0.1,3.6,13,31,-3.3,-11.4,24,73,13.4,5.8,6,1012.2,4.6,149.8,5.1
1,1965,4,3.5,6.8,14.7,30,0.6,-7.2,12,79,54,9.6,15,1003.8,5.5,189.3,5.2
1,1965,5,8,11.2,14.3,25,4.9,-0.3,4,75,13,6.2,22,1016.5,6,184.9,4.1
1,1965,6,9.4,12.1,16.6,14,6.8,3.1,7,79,48.8,8.1,23,1007,6.4,148.3,4.3
1,1965,7,11.1,13.6,16.6,21,8.9,2.7,26,81,30.4,6.3,22,1014.4,5.9,179.7,4.3
1,1965,8,10.4,13.2,16.9,9,7.7,1.6,27,77,30.7,5,17,1005.8,5.4,220,5.2
1,1965,9,7.3,10.2,12.8,19,4.4,-0.5,10,80,72.3,14.3,1,1006.1,5.2,150.8,4.4
1,1965,10,7.1,9.2,12.3,23,4.9,-1.9,31,85,146.4,35.7,20,1002.9,6.3,57.1,6.7
1,1965,11,0.6,2.9,10,4,-1.7,-11.6,30,75,58,20.2,11,1017.7,3.9,64.3,6.2
1,1965,12,-1.3,0.8,7.8,15,-4.1,-13.5,26,76,40.8,22.8,16,997.5,4.8,14.5,6.1
1,1966,1,-1.2,1,8.5,6,-3.7,-16.6,24,76,57.5,22.2,5,1009.2,5.6,42.7,6.2
1,1966,2,-1.2,1.8,6.7,4,-3.9,-10.9,25,68,4.9,3.3,11,1006.8,3.7,117.9,5.2
1,1966,3,-0.1,2.8,7.6,18,-2.7,-11.3,31,79,87.8,14.8,18,1006.1,5.7,147.4,5.5
1,1966,4,3.4,6.4,10.8,30,0.8,-4.8,1,78,54.1,8.8,21,1007.9,6.1,139.5,5.3
1,1966,5,6,9.1,12.1,26,3.1,-3.7,8,76,51.4,8.5,31,1007.7,5.6,236.2,5.5
1,1966,6,10.2,12.6,16.7,19,8.1,4.4,11,81,53,10.2,3,1007.2,6.7,142.7,5.3
1,1966,7,11.1,13.6,17.7,31,8.8,4.8,29,80,83,34.1,22,1010.7,5.8,238,5.9
1,1966,8,11.2,14,19.7,1,8.4,2.2,20,80,56.6,31,25,1013.8,5.6,207.9,5.3
1,1966,9,8.7,11,13,1,6.6,0.6,8,81,57.5,12,18,1008,6.6,71.9,5.2
1,1966,10,3.5,6.7,10.3,6,0.6,-5.6,4,77,39.5,17.5,30,1013.2,4,148.1,5
1,1966,11,0.6,3.5,9.6,18,-2.6,-9.5,30,80,104.1,12.9,11,1006.2,6.1,31.7,7.5
1,1966,12,-1.6,0.8,6.5,4,-4.2,-11.6,3,80,61.3,6.9,8,994,5.6,17.4,7.8
1,1967,1,1.6,3.8,8.8,14,-1,-9.8,3,80,52.1,12.1,15,1011,5.4,42.2,5.6
1,1967,2,1.8,4.1,8.6,14,-0.4,-10.4,27,79,63.5,11.5,14,992.4,6.3,41.4,8.6
1,1967,3,-2.6,0.2,6.2,18,-5.3,-11.3,29,75,55.9,9,24,995.9,5.8,133.3,7.2
1,1967,4,1.9,5.1,9.3,7,-0.7,-11.7,17,79,60.1,10.4,14,1009.3,6.4,114.2,7.7
1,1967,5,5.7,9.2,15.2,28,1.9,-6.5,1,70,25.8,15.8,16,1014.5,4,317.3,4.1
1,1967,6,8.9,11.1,13.4,13,6.6,2.4,7,78,66.5,9.4,24,1006.6,6.5,139.7,6.5
1,1967,7,10.7,13.7,17,17,7.6,3.2,29,76,33.6,21.5,9,1007.8,4.9,256.4,5.3
1,1967,8,10.4,13,16.2,1,7.8,5.3,4,80,71.3,18.5,22,1008.5,5.8,164.1,4.8
1,1967,9,8.3,11.3,16.2,11,5.8,1.4,5,82,108.7,40.9,16,1004.3,5.8,125.4,4.2
1,1967,10,3,5.4,10.4,6,0.5,-9.4,17,76,46.1,15.6,1,995.5,4.8,116.3,5.7
1,1967,11,0.6,3.4,9.8,18,-2.7,-9.8,29,77,80,16.1,21,1003,5.5,51.9,7.5
1,1967,12,-0.7,1.7,8,2,-3.4,-12,7,81,171.5,44.7,11,1008.7,5.9,15.8,6.6
1,1968,1,-1.3,1.3,6.7,22,-3.9,-15.6,4,79,76.6,8.7,26,1001.5,5.5,19.5,7.8
1,1968,2,-1.1,1.7,8.4,28,-4.1,-12.4,2,80,90.7,37.8,27,1009.2,5.7,58.6,6.1
1,1968,3,-0.9,1.9,7.4,12,-3.3,-14.6,31,81,109.7,21,16,1000.2,6,104.9,7.9
1,1968,4,2.8,5.7,10.4,16,-0,-16.4,1,80,62.3,8.5,25,1013.7,5.6,157.2,5.8
1,1968,5,5.5,8.6,15.9,25,2.2,-6,4,73,25.9,6.5,31,1020.3,4.9,279.1,5.4
1,1968,6,9.3,12,14.6,19,6.8,2,24,80,40.8,13.1,2,1006.7,6.2,152,6
1,1968,7,11.7,14.3,18.4,14,9.5,5.9,11,84,36.4,6.6,20,1020,5.6,201.7,4.8
1,1968,8,10.4,13,16.1,11,8,3,16,81,60.4,10.1,9,1011.9,6,159.2,5.8
