stöð,ár,mán,t,tx,txx,txxD1,tn,tnn,tnnD1,rh,r,rx,rxD1,p,n,sun,f
422,1965,10,6.2,9.8,17.6,20,3.3,-6.3,30,82,25.3,9.1,27,1004.3,6.2,38.7,4.5
422,1965,11,-2,1.2,15.1,4,-4.2,-14.5,30,84,50.5,14.9,24,1019.7,5.6,16.8,3.6
422,1965,12,-4.9,-1.6,8.5,16,-8.9,-20.2,28,82,35.6,6.5,7,1001.8,5.7,0,3.4
422,1966,1,-3.5,-0.5,11.3,6,-6.8,-17.7,21,81,46,11.2,31,1013.7,5.7,4.4,4.5
422,1966,2,-5.9,-2.6,2,4,-9.2,-20,12,83,36,11.5,3,1012.4,5.4,39,2.8
422,1966,3,-3.2,0.3,8.6,18,-6.1,-16.2,25,85,41.3,6.7,23,1007.5,6.5,55.5,3.8
422,1966,4,1.3,5.7,9,29,-2,-12.6,2,82,23.6,7.5,28,1010.7,5.1,158.9,2.3
422,1966,5,4.4,7.8,15.3,29,1.9,-7.2,9,82,18.2,3.3,12,1010.2,6.9,98.3,3.2
422,1966,6,10.3,14.5,21.4,12,7.5,4.5,5,78,25.3,8.1,19,1008.6,6.3,149.4,3.4
422,1966,7,10.5,14.4,26.3,7,8.1,3.3,25,78,44.8,20,24,1009.7,6.8,123.2,4.6
422,1966,8,9.2,13.3,20.2,14,6.3,1,21,82,21,4.5,16,1015.8,6.1,132.2,3.9
422,1966,9,7,10.4,16.5,18,4.2,-2,9,76,11.5,2.9,3,1009.2,6.3,81.4,3
422,1966,10,1.2,4.5,12.3,29,-1.3,-8.4,31,83,34.2,10.4,3,1014.4,6,60,3.2
422,1966,11,-0.4,3.2,14.1,18,-4.4,-12.8,17,84,54.3,9.3,28,1005.8,6.4,13.7,5.9
422,1966,12,-2.9,0.1,7.5,5,-5.9,-14.2,3,86,61.7,9.9,23,995.2,7,0,4.2
422,1967,1,-1,2.9,13,15,-4.7,-15.1,3,80,18.5,5.9,13,1013.5,5.2,9.3,3.5
422,1967,2,0.6,3.4,9.3,9,-1.9,-12.8,27,79,41.8,12.9,21,994.4,6.4,19,4.6
422,1967,3,-6.3,-2.7,6.7,18,-9.6,-16.6,13,82,63.7,13.5,15,998.7,6.5,52.4,4.9
422,1967,4,1.2,5.4,14.5,12,-2.1,-14.8,18,77,12.7,7.1,16,1009.2,5.7,155.8,5.2
422,1967,5,3.1,7,18.2,30,-0,-7.2,1,82,23.7,5.9,27,1017.5,5.6,192.2,3.4
422,1967,6,9.2,13.7,18.5,1,5.8,0.2,23,73,16.3,4.3,29,1007.1,6.1,164.4,4.4
422,1967,7,8.1,11.3,19.7,14,5.7,2.5,29,85,51.3,15.1,9,1008.9,6.5,160.3,3.7
422,1967,8,9.8,13.8,19,13,6.7,1,3,79,17,6.2,30,1009,6.2,147.6,2.9
422,1967,9,8,12.7,19.8,7,4.7,-2.4,28,78,8.6,4.1,15,1004.9,5.5,122.3,3.2
422,1967,10,1.4,3.9,13.6,1,-0.8,-10.9,17,86,105.5,30.2,28,998.2,6.6,32,3.5
422,1967,11,-0.7,2.7,12,19,-4.4,-14,6,77,37.9,8.8,28,1003.3,5.9,17.5,5.1
422,1967,12,-2.4,0.8,11.6,12,-5.3,-13,7,83,49.2,10.1,21,1008.6,6.2,0,4.3
422,1968,1,-3.9,-0.8,7,24,-7.4,-16.4,2,82,76.1,10.2,27,1003.7,6.8,2.2,4.3
422,1968,2,-4.2,-0,10,28,-8.6,-21.2,3,79,22.8,7.8,4,1010,5,32.9,5
422,1968,3,-3.5,0.4,13.5,7,-6.6,-16.5,31,79,50,20.9,17,1002.7,6.6,61.5,4.8
422,1968,4,0,4.8,14.3,14,-3.5,-18.2,1,82,33.2,10.7,20,1015.9,5.3,156.2,3.6
422,1968,5,4,8.5,20.2,27,-0.2,-10.4,1,85,7.7,2.4,30,1022,4.4,290.8,3.7
422,1968,6,7.4,11.3,17.2,12,4.7,0.2,7,79,45.8,14.8,5,1009.3,6.9,102.1,4.2
422,1968,7,11.4,15.9,22.3,19,7.6,2.4,12,77,20,6.4,2,1019.2,5.4,207.3,3.1
422,1968,8,10.2,14.1,22.8,5,7.4,1.9,14,76,25.1,6.9,31,1012.1,6.1,155.7,3.5
422,1968,9,8,11.4,18.5,4,5.6,-1,29,85,17,3.5,3,1010,6.5,76.2,2
422,1968,10,-0.2,2.2,9.2,19,-2.6,-10.1,30,92,45.3,8.3,28,1014.7,6.2,42.4,2.4
422,1968,11,2.9,5.3,11.2,18,-0.1,-12.5,2,83,32.7,9.6,5,1007.8,6,18.4,4.1
422,1968,12,-1.9,1.5,11.4,7,-5.5,-15.4,19,85,30.7,6,13,1009.6,5.7,0.3,4.7
422,1969,1,-3.3,-0.8,9.8,1,-6,-18,31,86,34.3,7.5,11,1013.2,7.1,2.5,4.8
422,1969,2,-5.5,-2.3,7.5,16,-10,-20.5,1,84,51.7,14.6,7,1016.6,5.4,55,5
422,1969,3,-3.7,0.1,8.3,16,-6.6,-23,9,83,31.9,9.9,5,1014.7,6,72.8,3.9
422,1969,4,-0.1,3.7,11.8,18,-3.4,-12.6,13,85,22.6,6.8,3,1010.6,6.1,122.3,4.4
422,1969,5,4.2,8.1,18.4,20,1.1,-6.3,13,83,2.7,1.4,6,1019.1,5.7,196.8,3.9
422,1969,6,9.8,14.4,23.5,17,6.4,0.6,2,81,19.4,6.4,16,1008.3,6.2,176.6,4.2
422,1969,7,9.6,13.3,19.6,31,6.6,3.5,4,86,48.4,14.1,3,1004.6,6.5,133.2,4.2
422,1969,8,11.6,15.7,22.5,10,8.6,3.4,22,81,39.5,9.1,12,1009.6,6.5,74.9,4
422,1969,9,6.1,9.6,18.6,3,3.3,-2.5,30,82,19,4.3,23,1004.3,6.4,99.8,4.1
422,1969,10,3,5.8,12,11,0.8,-8.3,1,85,66.9,11.6,14,998.8,6.7,46,4.1
422,1969,11,-3.1,0.5,9.5,17,-6.9,-14.4,22,81,63.3,19.2,10,1005,5.8,14.7,4.7
422,1969,12,-1.2,2.3,10.2,27,-4.7,-15,3,80,26.8,4,9,1003,6,0,4
422,1970,1,-1.5,1.4,10,21,-4.4,-21.6,8,81,75.3,30.9,13,1002.5,5.7,12,4
422,1970,2,-3.9,-1,8.8,28,-7.6,-13.7,15,83,42.7,11.4,2,1006.8,6.4,44.8,4.5
422,1970,3,-4.5,-1.5,9,24,-7.7,-13.8,31,87,63.5,7.6,17,1013.9,6.8,32.5,4.8
422,1970,4,0.5,3.7,9.8,29,-2.5,-8.2,28,83,28.8,17.1,5,1010.2,5.6,147.5,3.1
422,1970,5,5,8.7,16,8,2.2,-1.7,3,80,19.6,7.8,2,1007.8,6.8,122.2,3.6
422,1970,6,10.4,14.6,20.5,22,6.6,1.4,5,72,11,7.4,3,1010.5,5.4,246.5,4.4
422,1970,7,7.4,10.3,18.5,16,5,2.5,31,83,41.2,9.9,5,1007.9,6.5,123.3,4.9
422,1970,8,9.2,13.5,20.4,25,6.2,1.2,10,83,35.8,7.9,14,1008.9,6.1,160.8,3.7
422,1970,9,6.2,10,15.5,26,3.3,-2.5,15,78,31.9,13.8,2,1005.6,5.6,99.1,3.5
422,1970,10,2.3,5.5,13.8,14,-0.1,-13.6,28,80,69.8,21.4,9,1008.2,6.4,38,4.7
422,1970,11,-1,1.6,10.6,27,-4.1,-11.5,2,85,63.9,13.6,13,1005.7,6.4,17.2,4.3
422,1970,12,0.6,4.7,13.6,10,-2.5,-13.3,20,80,44.7,14,17,1011.5,5.6,0,5.5
422,1971,1,-5.5,-2.1,7,13,-8.8,-19.4,30,81,48.5,15.7,24,1003.5,6.1,11.3,4.2
422,1971,2,-1,2.8,12.4,3,-4.7,-15.8,18,80,37.8,6.8,21,998,6.6,27.1,5.1
422,1971,3,-0.6,2.4,11,5,-3.2,-12.4,9,83,47.6,10,25,1010.9,6.8,52.1,4.1
422,1971,4,1.5,5.2,10.8,13,-1.4,-9,7,80,35.9,12,18,1013.4,6.9,74.3,5.1
422,1971,5,5.9,10.1,16,31,2.6,-1,28,80,23.4,8.8,30,1006.6,6.4,155.1,3.9
422,1971,6,8.2,11.9,20.4,6,4.9,2,25,75,8.9,3.3,28,1019,5.4,257.2,4.8
422,1971,7,10.1,14.1,18.5,6,6.9,3.6,10,79,20.1,9.6,15,1013.1,6.1,198.5,3.8
422,1971,8,9.4,13.6,22.1,15,6.1,-1,29,74,33.4,14.7,27,1004.7,5.9,174.3,4.7
422,1971,9,6.8,10.3,16.6,18,4.2,-3.5,23,82,43,9.1,9,1008.9,6.8,61.9,3.6
422,1971,10,2.7,5.4,14.1,26,0.1,-9,13,85,49.9,10.5,12,1004.2,6.6,52.4,4.2
422,1971,11,-1,3,15.5,24,-4.6,-13.7,18,86,46.3,10.3,7,1007,6.7,10.4,5.2
422,1971,12,-1.5,1.3,10.7,31,-5.7,-14.7,2,86,72.1,16.7,13,998.6,6.1,0.4,4.9
422,1972,1,2.5,5.5,11.8,29,-0.3,-11,27,81,24.1,9.1,19,997.5,6,4,5.5
422,1972,2,0.9,3.7,11,23,-2,-16,16,85,19.8,7.6,5,1001.7,6,35.3,4.9
422,1972,3,1.5,4.8,11.2,10,-1.1,-6.7,23,88,35.8,6.8,19,1000.1,6.6,67.4,4.8
422,1972,4,2.2,5.7,15,24,-0.6,-10.8,8,85,13.7,4.6,14,1008.9,6.4,107.8,4.6
422,1972,5,7.6,11.5,16.2,22,4.3,-3.6,1,73,24.3,20.7,26,1011.8,6.2,154.2,4.7
422,1972,6,7.9,11,21,14,5.5,2,1,82,112.3,30.9,3,1003.4,6.9,110.6,4.8
422,1972,7,10.8,14.3,21,26,8.2,3.4,4,78,42.8,13,3,1007.7,6.8,145.3,4.2
422,1972,8,9.4,13.3,20.2,13,6.3,3,10,75,24.8,4.5,13,1008.5,6.2,156.1,4.7
422,1972,9,8,11.7,17.8,17,4.9,0.8,7,75,34.9,9.4,5,1012.4,6.2,79.5,4.6
422,1972,10,4,7.3,15.2,3,1.1,-5,24,75,86.1,38.7,28,1006.3,5.9,65.5,4.5
422,1972,11,-0.4,1.8,8.5,26,-2.8,-13,22,84,128.3,18.7,28,1000.6,6.8,8.5,5.5
422,1972,12,0.5,3.1,10.6,19,-2.1,-10.2,11,86,98.4,15.1,6,990.7,6.7,0,5.5
422,1973,1,2.2,5.2,12.3,7,-0.8,-8.5,27,78,26.8,7.6,17,998.6,5.9,12.7,5
422,1973,2,-5.1,-1.3,8.5,1,-8.6,-16.8,25,82,72.8,12.7,11,998.3,6.9,26.4,5.5
422,1973,3,1.6,5.3,11.5,21,-1.8,-11,31,79,12.4,4.6,7,1001.1,6.3,77.3,5.7
422,1973,4,1.8,5.7,13.4,23,-1.6,-15.1,2,82,44.9,23,5,1019,6.2,119.3,5.2
422,1973,5,4.7,8.3,14.5,26,1.3,-3.9,2,81,8.8,3.8,12,1014.7,6,199.9,5.1
422,1973,6,7.1,10.9,20,16,4.3,-2,10,76,35.4,17.4,18,1005.9,6.6,140.9,4.8
422,1973,7,10.5,14.9,21.5,26,7,2.4,31,76,20.6,5.2,5,1009.8,5.5,237.4,4.5
422,1973,8,9.7,13.9,21.3,24,6.7,1.4,19,77,53.5,25.3,6,1007.3,6.1,163.3,4.1
422,1973,9,8.7,12.6,21.8,15,5.7,-1.5,9,78,32.7,8.9,1,1007.5,6.3,96.1,4.3
422,1973,10,3,6,19,1,0.1,-10.6,19,79,55.3,31.1,8,1011.2,5.6,81.1,3.9
422,1973,11,-5,-1.8,6.2,7,-9,-18,23,83,60.3,9.8,4,1012.8,6.2,7.3,4
422,1973,12,-6,-1.9,12.2,2,-9.9,-18.5,21,83,60.9,11.4,16,1005.4,6.6,0.4,5.4
422,1974,1,0.4,3,9.6,20,-2.6,-9.6,17,87,70.9,9.9,29,981.6,6.6,2.8,4.2
422,1974,2,-1.2,1.1,9.3,26,-4.2,-16.5,16,85,113.7,19.5,3,999.7,7,31.8,5.7
422,1974,3,3.6,6.6,12.1,31,0.9,-5.5,20,79,19.7,5.7,31,1006.8,5.7,105.6,5.3
422,1974,4,6.8,10.7,17.2,24,3.4,-4.9,8,71,19.5,8,9,1014.4,6,154.5,5.9
422,1974,5,7.3,11.5,17.5,13,4,-3.2,28,73,14.3,5.2,10,1013.2,6,162.6,4.7
422,1974,6,9.4,13.4,29.4,23,6.7,2.8,9,80,27.2,6.4,19,1008.4,6.4,137.9,4.8
422,1974,7,10.3,14.1,22,24,7.3,4,13,80,41.5,10.8,23,1007.3,6,202.5,4.8
422,1974,8,8.7,12.1,20,8,6,-0.6,27,91,61.3,18.5,26,1009.8,6.5,148.1,4.6
422,1974,9,4.8,7.9,17.3,1,2.3,-4.7,30,86,58.9,13.2,5,1004.1,6.6,62,6.6
422,1974,10,3.6,7.6,15.5,13,0.4,-8.8,28,82,39.4,11.9,20,1011.4,5.3,103.5,4.8
422,1974,11,0.8,3.2,11.7,5,-1.5,-8.5,17,87,78.6,18.2,16,1001.2,6.2,15,4.2
422,1974,12,-3.9,NA,NA,NA,-7.4,-17.6,22,85,74.9,13.6,9,994,6.6,0.2,6.1
422,1975,1,-6,-2.7,8.6,1,-10,-19.7,11,86,129.7,20.7,15,993,6.3,8,5
422,1975,2,1.2,3.7,8.5,3,-1.5,-10.5,14,87,36.2,13,22,1004.4,6.2,43.7,4.6
422,1975,3,-1.5,1.6,9.6,31,-4.6,-14.8,26,83,24.3,9.8,7,1009.4,6.6,88.5,5.5
422,1975,4,0.3,4.2,14.4,25,-2.8,-16.5,12,83,14.6,5.7,30,1013.8,5.8,150,4.2
422,1975,5,6.2,10.5,21.6,22,2.7,-6.6,12,78,7.8,4.6,1,1020.3,5.7,259.4,5.3
422,1975,6,7.1,10.4,19.3,10,4,-2.1,1,75,24.8,7,8,1014.2,6.8,131.2,5.4
422,1975,7,11.5,16.3,27.6,4,7.9,3.7,30,74,30.1,7.5,18,1006.1,5.9,211.6,4.9
422,1975,8,11.2,15.8,20.2,9,8.1,2.2,21,76,20.8,5.6,4,1009.4,5.7,192.8,4.9
422,1975,9,4.2,8.1,16.8,3,1.2,-7.3,30,83,61.2,21.4,23,1002.4,5.9,113.3,4.6
422,1975,10,4.1,6.9,16.6,11,1.7,-7.5,31,85,37.6,8.4,3,1008.8,6.5,47.1,3.4
422,1975,11,1.4,4.4,14.6,7,-1.9,-8.7,17,79,27,8.3,23,1001.2,6.4,11.4,5.4
422,1975,12,-1.8,3.6,11.8,26,-6,-17.1,29,80,73.5,13.6,10,1003,6.7,0.4,5.7
422,1976,1,-4.2,-1.3,7.5,17,-8.2,-19,12,83,34.3,6.8,5,1001,6.2,10.9,4.1
422,1976,2,0.3,3.8,10.2,20,-2.5,-10,12,79,44.1,10.6,17,994.2,6,39.3,4.8
422,1976,3,1.7,4.6,13.6,3,-1.1,-12.6,1,79,25.5,8.4,6,996,5.6,116.1,4.8
422,1976,4,2.5,6.9,19.8,22,-0.8,-9.3,2,82,12.9,3.3,29,1011.6,6.7,115.8,3.6
422,1976,5,5.4,10.1,22,27,2,-8.1,5,79,33.7,10.5,17,1006.1,6,184.6,2.8
422,1976,6,9.7,13.9,18.2,2,6.5,2.5,1,77,25.2,7.9,7,1007.2,6.1,201.7,3.1
422,1976,7,12.5,17.4,26.8,9,9.3,3.9,31,80,28,9,29,1011.2,6.3,171.6,3.6
422,1976,8,12.6,17.2,27.7,28,9.3,2.7,30,76,26.5,13,15,1008.2,6,161.2,5.4
422,1976,9,8.1,13.2,20.7,2,4.1,-1.8,8,85,4.2,2.1,6,1017.4,4.7,188.7,3.6
422,1976,10,5.2,8,13,21,2.4,-3,16,78,57.9,12.7,12,998.3,6,65.6,4.2
422,1976,11,2.5,5.1,14.5,19,0.1,-7,11,86,60.2,17.9,3,1001.5,7,4.7,4.9
422,1976,12,-3.4,-0.7,8,12,-6.5,-16.7,31,84,64.2,16.5,2,1013.3,5.4,0,3.3
422,1977,1,-2.4,-0.3,9.5,3,-5.5,-15.5,1,86,54.5,6.6,13,1012.7,7.1,0.8,3.7
422,1977,2,-2.9,-0.1,5,17,-5.9,-12.8,9,87,5.9,2.6,5,1009.4,4.6,71.5,2.6
422,1977,3,0.1,2.8,8.8,23,-2.1,-9,29,87,46.1,8.2,12,1007.7,6.4,83,2.6
422,1977,4,-0.4,2.5,10.3,8,-3.5,-12.5,17,85,35.5,15,27,1011,6.1,135.5,4.7
422,1977,5,6.9,10.7,20.9,23,3.4,-4,12,70,0.9,0.9,20,1020.3,5.4,216.5,5.1
422,1977,6,9.3,13.8,20.9,15,6,-1.7,9,74,10,4.7,25,1014.2,6.4,154.2,5.5
422,1977,7,11.2,15,20,9,8.3,4.2,6,78,22.1,9.5,5,1012,6.8,135.4,4.7
422,1977,8,9.8,14.2,24.5,11,6.6,1.5,26,78,31.2,13.2,5,1013.4,5.8,178.4,3.9
422,1977,9,7.3,11.5,20.1,19,4,-4.5,10,72,17,6.8,4,1008,5.8,117.9,3.6
422,1977,10,3.2,5.9,11.8,20,1.1,-3.5,8,87,98.6,22,13,999.8,7,37.1,2.4
422,1977,11,-2,1,8.5,29,-5.3,-12.5,25,86,41.6,12,23,1003.4,6.7,13.8,4.6
422,1977,12,-0.6,2.6,11,5,-3.8,-19.6,19,83,30.8,6.5,21,1002.2,6.1,0.7,4.6
422,1978,1,-3,0.2,11.4,14,-6.8,-14.5,17,84,73.9,17.3,23,999.9,6.6,8.6,4.4
422,1978,2,-3.9,-1.6,5.6,6,-6.4,-16,15,89,32.3,6.8,3,1014,6.8,19.6,2.7
422,1978,3,-0.6,2.1,9.5,18,-3.5,-14.2,5,86,70.5,14.7,2,996.2,6.7,62.4,5.1
422,1978,4,2.7,6.8,13.2,5,-0.9,-10,9,77,5.3,1,4,1019.6,5.6,160.8,4.7
422,1978,5,6.8,11.3,18,8,3,-5.4,4,70,29.3,10.1,23,1011,6.2,192.8,4
422,1978,6,8.5,13,21.5,12,4.9,-0.4,23,72,15.9,8.3,7,1010.1,5.7,205.1,5
422,1978,7,10.6,14.3,21.5,14,7.6,4.2,3,79,37.2,12.4,26,1013.7,6.4,174.6,4.8
422,1978,8,12.2,16.9,23.8,12,9,2,25,76,18.2,9.6,21,1012,6.1,163.9,4.3
422,1978,9,6.7,10.3,16.8,5,3.7,-1.2,17,79,20.6,6.1,26,1006.8,6.3,87.3,4.4
422,1978,10,3.9,7.3,16.3,26,0.5,-5.8,20,79,57.3,12.7,19,1002.9,5.9,70.5,6.3
422,1978,11,-0.6,2.6,13.6,29,-4.1,-13.5,27,84,80.9,19.7,18,994.1,5.9,15.5,5.5
422,1978,12,0.6,2.9,9.6,2,-1.9,-14.7,22,84,14,4,31,1010.9,6.4,0,3.3
422,1979,1,-5.5,-2.3,6.8,17,-9.4,-19.5,13,84,34,5.7,9,1013.1,6.1,6.6,5.3
422,1979,2,-1.8,1.4,10,19,-5.8,-17.5,7,81,5.1,1.6,24,1005.6,6,43.9,5
422,1979,3,-6.9,-3,6.6,18,-10.3,-18.8,24,85,23.3,6.6,20,1003.2,5.2,117.6,3.9
422,1979,4,0.2,3.4,11,26,-2.5,-11.7,1,85,41.7,11.4,20,1018.4,6.9,72.2,4.8
422,1979,5,-0.3,2.4,14.6,31,-2.9,-9.5,6,89,22.8,6.4,23,1017.4,6.1,193.5,4.5
422,1979,6,9.1,13.2,18.2,30,5.9,1.2,15,72,38.1,9.8,28,1008.3,6.5,133.1,4.4
422,1979,7,8.7,12.6,16.5,1,5.6,2.3,24,79,13.5,5,21,1009.5,6.5,113.8,3.3
422,1979,8,8.4,11.8,17,11,5.8,2.5,30,82,15.2,4.2,29,1009.8,6.7,99.6,3.6
422,1979,9,3.6,6.5,12.2,30,1.1,-4,21,85,67.7,17.7,6,1005.4,6.9,48.5,3.6
422,1979,10,4.2,7.2,15.2,2,1.5,-7,21,77,23.1,3.4,26,1003.8,6.6,31.8,3.6
422,1979,11,-0.6,1.6,7.8,20,-3.2,-12.6,9,85,53.4,15.6,3,998.1,6.7,11.1,3.9
422,1979,12,-1.3,1.5,13.6,20,-4.1,-13,7,82,29.9,9.3,17,993.6,5.9,0.1,4.3
422,1980,1,-2.6,0.6,10.3,12,-6.1,-15.5,1,85,30.3,11.8,12,1012.2,5.6,11.7,4.5
422,1980,2,-0.3,2.8,13.8,23,-3.6,-19.2,4,79,25.3,5.3,26,1004.1,6.3,26.1,4.4
422,1980,3,0.4,3.6,9.2,19,-2.5,-10.1,2,84,27.3,11.9,22,1008.3,6.1,77.8,3.6
422,1980,4,3.9,7.6,14.2,29,0.6,-6.9,3,72,13.6,5,28,1008,6.2,141.3,4.9
422,1980,5,7.9,12.6,24.6,22,4.4,-4.6,7,71,8.6,3.2,17,1020.3,5.2,219.4,4.5
422,1980,6,9.5,13.1,20,13,6.3,0.8,1,78,48.2,13.8,21,1011.3,5.5,222.1,3.9
422,1980,7,11.2,14.8,27,31,8.1,4.2,27,76,22.5,5.8,26,1013.7,6.3,137.9,2.1
422,1980,8,10.5,14.2,26.6,1,7.3,1,29,77,34,9.2,7,1011.9,6.1,154.2,2
422,1980,9,6.8,10.3,15.8,1,4,-3.2,19,79,49.3,9.9,5,1004.3,6.2,64.5,3.4
422,1980,10,-0.4,1.9,13,31,-2.9,-10.4,22,88,36.6,9,1,1011.2,6.5,33.1,4.2
422,1980,11,-0.2,3.2,13.3,4,-4,-14.4,24,79,35.2,11.3,16,1014.3,5.8,21.3,5.6
422,1980,12,-4.2,-0.5,12,4,-7.8,-20,19,85,45.1,7.6,22,1000.5,7,0,4.4
422,1981,1,-3.7,0.2,11.6,26,-8.2,-20.1,15,80,58.4,11.2,31,1005.3,6.2,7,4.9
422,1981,2,-3,1.8,7.2,27,-6.8,-16.2,5,80,35.2,14.8,1,998.8,5.5,45.2,3.8
422,1981,3,-2.9,-0.4,6.7,30,-5.4,-11.4,20,87,68.5,12.3,24,1006.6,7.1,30.4,4.3
422,1981,4,3.7,7.8,17.9,18,0.2,-9.8,30,73,11.5,5.9,1,1018.4,5.2,184.5,4.1
422,1981,5,4.8,9.1,16,25,1.7,-8.5,1,83,12.3,3,4,1013.3,6.1,149.1,3.5
422,1981,6,7.8,11.7,19,21,4.6,-0.8,1,72,18.1,5.2,29,1014.7,6.2,145.5,3.7
422,1981,7,9.5,13.6,25.2,24,6.6,1.8,31,78,27.4,7.6,15,1008.8,6.5,127.4,4
422,1981,8,10.9,15.1,22.6,27,7.7,0.7,20,76,47.9,14,21,1007.7,6.2,119.2,3.6
422,1981,9,6.1,8.9,18.3,1,3.9,-3.8,29,82,96.6,25.3,11,1007.1,6.9,31.7,4.1
422,1981,10,-0.6,1.6,9,22,-3,-9,16,89,96.2,13.6,6,1008.9,6.9,38.7,4.5
422,1981,11,-1.6,1.5,11.2,7,-5.4,-18.5,19,87,51.7,9.1,1,1007.2,6.4,7.8,4.3
422,1981,12,-3.4,-0.6,13.5,2,-6.5,-17,22,89,115.6,19.6,23,1010.6,6.8,0,4.9
422,1982,1,-3.4,-0.6,6.8,12,-6.4,-17.7,8,80,74,20.3,16,1009.3,6.7,2.4,3.2
422,1982,2,1.3,3.8,10.8,20,-1.3,-9.3,15,79,48.9,9.8,25,990.9,6.6,22.8,4.5
422,1982,3,-0.3,3.2,12.2,30,-3.4,-12.5,3,75,33,11.6,15,996.3,5.6,109.7,4.3
422,1982,4,3.2,7.2,14,18,0.2,-8,7,70,15.3,7.3,30,1008.3,6.2,134.8,4.8
422,1982,5,3.6,6.9,15,9,0.7,-10.1,5,76,18.8,7.8,15,1015.1,6.6,107.1,4.1
422,1982,6,9.2,13.3,19.4,6,5.5,1.2,2,75,13,8.5,1,1018.2,5.3,263.8,3.7
422,1982,7,11.7,15.6,25,21,8.7,3,25,73,39.6,11.5,4,1009.8,6.4,134.9,4.6
422,1982,8,8.5,12.1,20.7,2,5.7,-2.1,28,82,48.4,21.6,16,1006.5,6.1,135.1,4.2
422,1982,9,4.6,7.8,11.8,1,1.9,-4.8,22,77,35.6,17.7,10,1002.5,6.3,64.9,3.4
422,1982,10,3.3,6.3,11.7,3,0.7,-6,26,85,103.8,19,18,1000.5,6.5,34.1,2.8
422,1982,11,-1.6,1.2,9.7,5,-4.8,-13,26,80,48.2,16.9,14,995.4,6,15.9,5.2
422,1982,12,-2.5,0.7,10.1,29,-5.9,-14.1,21,77,72.5,16.8,20,994.5,6.4,0,5.4
422,1983,1,-2.9,0.2,12,22,-6.2,-13.6,17,74,94,23.7,22,986.1,6.3,5.9,5.6
422,1983,2,1.6,5.3,11,8,-2.4,-18.5,2,73,29,16,5,1013.3,6,20.4,7
422,1983,3,-2.1,1.4,12.7,2,-5.5,-14.7,10,84,76,18.4,30,999.4,6.9,54.1,5.7
422,1983,4,-2,1.2,8,13,-4.9,-15,9,82,49.3,18.3,6,1015,6.1,114.9,5.8
422,1983,5,3.4,6.3,13.5,27,1.2,-2.1,2,81,21.7,6.9,10,1016.7,6.9,80.3,4.4
422,1983,6,8.6,12.9,20.4,27,5.3,-0.8,1,73,47.5,27.4,11,1009.4,6.2,121.3,5.2
422,1983,7,10.5,15.2,22.5,25,7,1.3,17,72,33.2,10.6,17,1007.3,6.3,153.3,5.1
422,1983,8,10.1,14.7,24,24,6.8,1.9,23,74,30.8,11.1,15,1007.1,6.1,130.5,4.6
422,1983,9,4.9,8.9,15.5,12,1.7,-6,29,75,15.8,6.6,18,1010.9,5.4,121.7,4.2
422,1983,10,1.8,4.7,9.6,29,-1.1,-7.6,28,82,111.8,18.3,22,1000.8,6.6,41.8,5.5
422,1983,11,0.2,3.2,11.8,14,-3.5,-12.8,29,79,87,27.7,7,1010.4,6.3,18.5,4.8
422,1983,12,-1.7,1.3,9.8,1,-4.3,-13.5,23,81,73.4,20,7,999.9,6.8,0,4.6
422,1984,1,-5,-1.7,7.5,9,-8.8,-17.9,17,80,54.6,12.9,3,990.2,5.8,10.3,4.8
422,1984,2,0.1,3.7,12.7,24,-3.3,-14.1,6,76,76.4,36.9,7,996.4,6.5,16.1,6
422,1984,3,1,4.5,11,8,-2.1,-15,1,76,30.2,9.3,27,1016.8,5.9,91.7,5.1
422,1984,4,4.4,7.7,19,26,1.3,-5.9,17,70,34.3,9.1,13,1006,6.2,128.5,6
422,1984,5,6.7,11.2,19.6,27,3.4,-4,6,71,13.6,4.4,20,1011.2,6.5,134.4,5.3
422,1984,6,10.1,14.5,23.5,5,6.6,2.5,27,79,29.6,6.8,26,1013,5.7,191.8,4.4
422,1984,7,12.7,16.4,22,22,9.9,5.9,30,81,19.8,4,12,1011,6.6,122,4.2
422,1984,8,12.2,16.5,20.5,3,8.8,3.6,24,72,14.9,11.1,28,1008.1,5.8,172.4,4.6
422,1984,9,6.4,10.3,20.2,6,3.1,-2,12,78,55.4,20.4,20,1006.8,5.6,109,3.8
422,1984,10,1.9,4.6,9.1,15,-0.6,-5,6,84,50.5,16,30,1001.9,6.5,49.4,1.5
422,1984,11,-0.7,2.1,7.5,12,-3.3,-9.8,11,85,47.9,10.9,8,1000.5,6.3,13.4,2.2
422,1984,12,0.3,3.2,10.4,11,-3,-10.6,2,79,55.1,14.4,17,994.7,5.6,0,4.2
422,1985,1,-2.4,0.5,11.2,12,-5.5,-14.5,26,76,29.7,10.6,31,1017.6,4.8,13.9,4.1
422,1985,2,-1.9,1.1,11.7,28,-5.2,-15.3,1,76,10.3,3,2,1010.4,5.5,49.7,5.1
422,1985,3,-1.2,2,10.4,1,-3.4,-11.6,17,76,41.8,14.3,31,1009,5.9,95.9,4.3
422,1985,4,1.5,4.8,12,22,-1.6,-12.5,2,77,27,7.9,17,1011,6,114.8,3
422,1985,5,6.8,11.1,21.5,19,3.6,-1.3,24,70,59,26.9,28,1016.1,5.8,190.7,3.8
